,Unnamed: 0,regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados
0,61,Norte,RO,2020-03-31,2,8,1,1
1,62,Norte,RO,2020-04-01,1,9,0,1
2,63,Norte,RO,2020-04-02,1,10,0,1
3,64,Norte,RO,2020-04-03,0,10,0,1
4,65,Norte,RO,2020-04-04,1,11,0,1
5,66,Norte,RO,2020-04-05,1,12,0,1
6,67,Norte,RO,2020-04-06,2,14,0,1
7,68,Norte,RO,2020-04-07,4,18,0,1
8,69,Norte,RO,2020-04-08,0,18,0,1
9,70,Norte,RO,2020-04-09,10,28,1,2
10,71,Norte,RO,2020-04-10,4,32,0,2
11,72,Norte,RO,2020-04-11,1,33,0,2
12,73,Norte,RO,2020-04-12,2,35,0,2
13,74,Norte,RO,2020-04-13,7,42,0,2
14,75,Norte,RO,2020-04-14,22,64,0,2
15,76,Norte,RO,2020-04-15,5,69,0,2
16,77,Norte,RO,2020-04-16,7,76,1,3
17,78,Norte,RO,2020-04-17,16,92,0,3
18,79,Norte,RO,2020-04-18,18,110,0,3
19,80,Norte,RO,2020-04-19,18,128,1,4
20,81,Norte,RO,2020-04-20,32,160,0,4
21,82,Norte,RO,2020-04-21,39,199,0,4
22,83,Norte,RO,2020-04-22,24,223,1,5
23,84,Norte,RO,2020-04-23,27,250,0,5
24,85,Norte,RO,2020-04-24,40,290,0,5
25,86,Norte,RO,2020-04-25,38,328,2,7
26,155,Norte,AC,2020-04-07,0,50,1,1
27,156,Norte,AC,2020-04-08,4,54,1,2
28,157,Norte,AC,2020-04-09,8,62,0,2
29,158,Norte,AC,2020-04-10,8,70,0,2
30,159,Norte,AC,2020-04-11,2,72,0,2
31,160,Norte,AC,2020-04-12,5,77,0,2
32,161,Norte,AC,2020-04-13,13,90,1,3
33,162,Norte,AC,2020-04-14,9,99,0,3
34,163,Norte,AC,2020-04-15,2,101,0,3
35,164,Norte,AC,2020-04-16,9,110,2,5
36,165,Norte,AC,2020-04-17,25,135,0,5
37,166,Norte,AC,2020-04-18,7,142,0,5
38,167,Norte,AC,2020-04-19,21,163,1,6
39,168,Norte,AC,2020-04-20,13,176,2,8
40,169,Norte,AC,2020-04-21,19,195,0,8
41,170,Norte,AC,2020-04-22,19,214,0,8
42,171,Norte,AC,2020-04-23,13,227,2,10
43,172,Norte,AC,2020-04-24,7,234,1,11
44,173,Norte,AC,2020-04-25,24,258,0,11
45,229,Norte,AM,2020-03-25,7,54,1,1
46,230,Norte,AM,2020-03-26,13,67,0,1
47,231,Norte,AM,2020-03-27,14,81,0,1
48,232,Norte,AM,2020-03-28,30,111,0,1
49,233,Norte,AM,2020-03-29,29,140,0,1
50,234,Norte,AM,2020-03-30,11,151,0,1
51,235,Norte,AM,2020-03-31,24,175,2,3
52,236,Norte,AM,2020-04-01,25,200,0,3
53,237,Norte,AM,2020-04-02,29,229,0,3
54,238,Norte,AM,2020-04-03,31,260,4,7
55,239,Norte,AM,2020-04-04,51,311,5,12
56,240,Norte,AM,2020-04-05,106,417,2,14
57,241,Norte,AM,2020-04-06,115,532,5,19
58,242,Norte,AM,2020-04-07,104,636,4,23
59,243,Norte,AM,2020-04-08,168,804,7,30
60,244,Norte,AM,2020-04-09,95,899,10,40
61,245,Norte,AM,2020-04-10,82,981,10,50
62,246,Norte,AM,2020-04-11,69,1050,3,53
63,247,Norte,AM,2020-04-12,156,1206,9,62
64,248,Norte,AM,2020-04-13,69,1275,9,71
65,249,Norte,AM,2020-04-14,209,1484,19,90
66,250,Norte,AM,2020-04-15,70,1554,16,106
67,251,Norte,AM,2020-04-16,165,1719,18,124
68,252,Norte,AM,2020-04-17,90,1809,21,145
69,253,Norte,AM,2020-04-18,88,1897,16,161
70,254,Norte,AM,2020-04-19,147,2044,21,182
71,255,Norte,AM,2020-04-20,116,2160,3,185
72,256,Norte,AM,2020-04-21,110,2270,8,193
73,257,Norte,AM,2020-04-22,209,2479,14,207
74,258,Norte,AM,2020-04-23,409,2888,27,234
75,259,Norte,AM,2020-04-24,306,3194,21,255
76,260,Norte,AM,2020-04-25,441,3635,32,287
77,326,Norte,RR,2020-04-04,7,37,1,1
78,327,Norte,RR,2020-04-05,5,42,0,1
79,328,Norte,RR,2020-04-06,0,42,0,1
80,329,Norte,RR,2020-04-07,0,42,0,1
81,330,Norte,RR,2020-04-08,7,49,0,1
82,331,Norte,RR,2020-04-09,3,52,0,1
83,332,Norte,RR,2020-04-10,11,63,2,3
84,333,Norte,RR,2020-04-11,12,75,0,3
85,334,Norte,RR,2020-04-12,4,79,0,3
86,335,Norte,RR,2020-04-13,4,83,0,3
87,336,Norte,RR,2020-04-14,30,113,0,3
88,337,Norte,RR,2020-04-15,1,114,0,3
89,338,Norte,RR,2020-04-16,28,142,0,3
90,339,Norte,RR,2020-04-17,22,164,0,3
91,340,Norte,RR,2020-04-18,37,201,0,3
92,341,Norte,RR,2020-04-19,21,222,0,3
93,342,Norte,RR,2020-04-20,22,244,0,3
94,343,Norte,RR,2020-04-21,3,247,0,3
95,344,Norte,RR,2020-04-22,33,280,0,3
96,345,Norte,RR,2020-04-23,17,297,0,3
97,346,Norte,RR,2020-04-24,7,304,0,3
98,347,Norte,RR,2020-04-25,41,345,0,3
99,410,Norte,PA,2020-04-01,8,40,1,1
100,411,Norte,PA,2020-04-02,6,46,0,1
101,412,Norte,PA,2020-04-03,4,50,0,1
102,413,Norte,PA,2020-04-04,30,80,0,1
103,414,Norte,PA,2020-04-05,6,86,0,1
104,415,Norte,PA,2020-04-06,16,102,2,3
105,416,Norte,PA,2020-04-07,36,138,2,5
106,417,Norte,PA,2020-04-08,29,167,1,6
107,418,Norte,PA,2020-04-09,1,168,1,7
108,419,Norte,PA,2020-04-10,2,170,2,9
109,420,Norte,PA,2020-04-11,47,217,1,10
110,421,Norte,PA,2020-04-12,29,246,3,13
111,422,Norte,PA,2020-04-13,24,270,2,15
112,423,Norte,PA,2020-04-14,53,323,4,19
113,424,Norte,PA,2020-04-15,61,384,2,21
114,425,Norte,PA,2020-04-16,54,438,3,24
115,426,Norte,PA,2020-04-17,119,557,2,26
116,427,Norte,PA,2020-04-18,83,640,7,33
117,428,Norte,PA,2020-04-19,45,685,1,34
118,429,Norte,PA,2020-04-20,217,902,1,35
119,430,Norte,PA,2020-04-21,124,1026,3,38
120,431,Norte,PA,2020-04-22,169,1195,5,43
121,432,Norte,PA,2020-04-23,72,1267,10,53
122,433,Norte,PA,2020-04-24,179,1446,22,75
123,434,Norte,PA,2020-04-25,133,1579,11,86
124,500,Norte,AP,2020-04-04,9,28,1,1
125,501,Norte,AP,2020-04-05,1,29,1,2
126,502,Norte,AP,2020-04-06,5,34,0,2
127,503,Norte,AP,2020-04-07,14,48,0,2
128,504,Norte,AP,2020-04-08,59,107,0,2
129,505,Norte,AP,2020-04-09,21,128,0,2
130,506,Norte,AP,2020-04-10,38,166,0,2
131,507,Norte,AP,2020-04-11,27,193,1,3
132,508,Norte,AP,2020-04-12,37,230,2,5
133,509,Norte,AP,2020-04-13,12,242,0,5
134,510,Norte,AP,2020-04-14,65,307,1,6
135,511,Norte,AP,2020-04-15,27,334,1,7
136,512,Norte,AP,2020-04-16,28,362,2,9
137,513,Norte,AP,2020-04-17,8,370,1,10
138,514,Norte,AP,2020-04-18,23,393,0,10
139,515,Norte,AP,2020-04-19,23,416,1,11
140,516,Norte,AP,2020-04-20,17,433,2,13
141,517,Norte,AP,2020-04-21,24,457,0,13
142,518,Norte,AP,2020-04-22,22,479,1,14
143,519,Norte,AP,2020-04-23,69,548,2,16
144,520,Norte,AP,2020-04-24,85,633,2,18
145,521,Norte,AP,2020-04-25,52,685,1,19
146,598,Norte,TO,2020-04-15,0,26,1,1
147,599,Norte,TO,2020-04-16,3,29,0,1
148,600,Norte,TO,2020-04-17,2,31,0,1
149,601,Norte,TO,2020-04-18,2,33,0,1
150,602,Norte,TO,2020-04-19,0,33,0,1
151,603,Norte,TO,2020-04-20,1,34,0,1
152,604,Norte,TO,2020-04-21,3,37,0,1
153,605,Norte,TO,2020-04-22,0,37,0,1
154,606,Norte,TO,2020-04-23,0,37,1,2
155,607,Norte,TO,2020-04-24,6,43,0,2
156,608,Norte,TO,2020-04-25,7,50,0,2
157,669,Nordeste,MA,2020-03-30,7,23,1,1
158,670,Nordeste,MA,2020-03-31,8,31,0,1
159,671,Nordeste,MA,2020-04-01,21,52,0,1
160,672,Nordeste,MA,2020-04-02,19,71,0,1
161,673,Nordeste,MA,2020-04-03,10,81,0,1
162,674,Nordeste,MA,2020-04-04,7,88,0,1
163,675,Nordeste,MA,2020-04-05,8,96,1,2
164,676,Nordeste,MA,2020-04-06,37,133,0,2
165,677,Nordeste,MA,2020-04-07,39,172,2,4
166,678,Nordeste,MA,2020-04-08,58,230,7,11
167,679,Nordeste,MA,2020-04-09,43,273,1,12
168,680,Nordeste,MA,2020-04-10,20,293,4,16
169,681,Nordeste,MA,2020-04-11,51,344,5,21
170,682,Nordeste,MA,2020-04-12,54,398,3,24
171,683,Nordeste,MA,2020-04-13,47,445,3,27
172,684,Nordeste,MA,2020-04-14,33,478,5,32
173,685,Nordeste,MA,2020-04-15,152,630,2,34
174,686,Nordeste,MA,2020-04-16,65,695,3,37
175,687,Nordeste,MA,2020-04-17,102,797,3,40
176,688,Nordeste,MA,2020-04-18,243,1040,4,44
177,689,Nordeste,MA,2020-04-19,165,1205,4,48
178,690,Nordeste,MA,2020-04-20,115,1320,6,54
179,691,Nordeste,MA,2020-04-21,76,1396,6,60
180,692,Nordeste,MA,2020-04-22,208,1604,6,66
181,693,Nordeste,MA,2020-04-23,153,1757,10,76
182,694,Nordeste,MA,2020-04-24,194,1951,12,88
183,695,Nordeste,MA,2020-04-25,154,2105,12,100
184,754,Nordeste,PI,2020-03-28,2,11,1,1
185,755,Nordeste,PI,2020-03-29,3,14,0,1
186,756,Nordeste,PI,2020-03-30,2,16,2,3
187,757,Nordeste,PI,2020-03-31,2,18,1,4
188,758,Nordeste,PI,2020-04-01,0,18,0,4
189,759,Nordeste,PI,2020-04-02,1,19,0,4
190,760,Nordeste,PI,2020-04-03,2,21,0,4
191,761,Nordeste,PI,2020-04-04,1,22,0,4
192,762,Nordeste,PI,2020-04-05,1,23,0,4
193,763,Nordeste,PI,2020-04-06,0,23,0,4
194,764,Nordeste,PI,2020-04-07,5,28,0,4
195,765,Nordeste,PI,2020-04-08,3,31,1,5
196,766,Nordeste,PI,2020-04-09,7,38,1,6
197,767,Nordeste,PI,2020-04-10,2,40,1,7
198,768,Nordeste,PI,2020-04-11,1,41,0,7
199,769,Nordeste,PI,2020-04-12,3,44,0,7
200,770,Nordeste,PI,2020-04-13,6,50,1,8
201,771,Nordeste,PI,2020-04-14,8,58,0,8
202,772,Nordeste,PI,2020-04-15,17,75,0,8
203,773,Nordeste,PI,2020-04-16,16,91,0,8
204,774,Nordeste,PI,2020-04-17,11,102,0,8
205,775,Nordeste,PI,2020-04-18,21,123,1,9
206,776,Nordeste,PI,2020-04-19,22,145,1,10
207,777,Nordeste,PI,2020-04-20,13,158,2,12
208,778,Nordeste,PI,2020-04-21,28,186,2,14
209,779,Nordeste,PI,2020-04-22,20,206,1,15
210,780,Nordeste,PI,2020-04-23,11,217,0,15
211,781,Nordeste,PI,2020-04-24,39,256,1,16
212,782,Nordeste,PI,2020-04-25,41,297,1,17
213,839,Nordeste,CE,2020-03-26,35,235,3,3
214,840,Nordeste,CE,2020-03-27,47,282,0,3
215,841,Nordeste,CE,2020-03-28,32,314,1,4
216,842,Nordeste,CE,2020-03-29,34,348,1,5
217,843,Nordeste,CE,2020-03-30,24,372,0,5
218,844,Nordeste,CE,2020-03-31,18,390,2,7
219,845,Nordeste,CE,2020-04-01,54,444,1,8
220,846,Nordeste,CE,2020-04-02,106,550,12,20
221,847,Nordeste,CE,2020-04-03,77,627,2,22
222,848,Nordeste,CE,2020-04-04,103,730,0,22
223,849,Nordeste,CE,2020-04-05,93,823,4,26
224,850,Nordeste,CE,2020-04-06,190,1013,3,29
225,851,Nordeste,CE,2020-04-07,38,1051,2,31
226,852,Nordeste,CE,2020-04-08,240,1291,12,43
227,853,Nordeste,CE,2020-04-09,134,1425,12,55
228,854,Nordeste,CE,2020-04-10,53,1478,3,58
229,855,Nordeste,CE,2020-04-11,104,1582,9,67
230,856,Nordeste,CE,2020-04-12,94,1676,7,74
231,857,Nordeste,CE,2020-04-13,124,1800,17,91
232,858,Nordeste,CE,2020-04-14,205,2005,16,107
233,859,Nordeste,CE,2020-04-15,152,2157,9,116
234,860,Nordeste,CE,2020-04-16,229,2386,8,124
235,861,Nordeste,CE,2020-04-17,298,2684,25,149
236,862,Nordeste,CE,2020-04-18,350,3034,27,176
237,863,Nordeste,CE,2020-04-19,218,3252,10,186
238,864,Nordeste,CE,2020-04-20,230,3482,12,198
239,865,Nordeste,CE,2020-04-21,234,3716,17,215
240,866,Nordeste,CE,2020-04-22,194,3910,18,233
241,867,Nordeste,CE,2020-04-23,688,4598,33,266
242,868,Nordeste,CE,2020-04-24,202,4800,18,284
243,869,Nordeste,CE,2020-04-25,621,5421,26,310
244,929,Nordeste,RN,2020-03-29,23,68,1,1
245,930,Nordeste,RN,2020-03-30,9,77,0,1
246,931,Nordeste,RN,2020-03-31,5,82,0,1
247,932,Nordeste,RN,2020-04-01,10,92,1,2
248,933,Nordeste,RN,2020-04-02,13,105,0,2
249,934,Nordeste,RN,2020-04-03,71,176,2,4
250,935,Nordeste,RN,2020-04-04,36,212,1,5
251,936,Nordeste,RN,2020-04-05,30,242,2,7
252,937,Nordeste,RN,2020-04-06,4,246,0,7
253,938,Nordeste,RN,2020-04-07,8,254,1,8
254,939,Nordeste,RN,2020-04-08,7,261,3,11
255,940,Nordeste,RN,2020-04-09,0,261,0,11
256,941,Nordeste,RN,2020-04-10,2,263,0,11
257,942,Nordeste,RN,2020-04-11,26,289,2,13
258,943,Nordeste,RN,2020-04-12,13,302,2,15
259,944,Nordeste,RN,2020-04-13,37,339,2,17
260,945,Nordeste,RN,2020-04-14,37,376,1,18
261,946,Nordeste,RN,2020-04-15,23,399,1,19
262,947,Nordeste,RN,2020-04-16,1,400,1,20
263,948,Nordeste,RN,2020-04-17,63,463,3,23
264,949,Nordeste,RN,2020-04-18,53,516,1,24
265,950,Nordeste,RN,2020-04-19,15,531,1,25
266,951,Nordeste,RN,2020-04-20,64,595,2,27
267,952,Nordeste,RN,2020-04-21,13,608,1,28
268,953,Nordeste,RN,2020-04-22,38,646,1,29
269,954,Nordeste,RN,2020-04-23,62,708,5,34
270,955,Nordeste,RN,2020-04-24,46,754,4,38
